what;added;who;when;bug_id;removed
Status;REOPENED;Lars.Vogel;2015-10-27 17:48:37 EDT;479030;RESOLVED
Resolution;---;Lars.Vogel;2015-10-27 17:48:37 EDT;479030;INVALID
Product;JDT;Lars.Vogel;2015-10-27 17:48:37 EDT;480978;Platform
Status;CLOSED;noopur_gupta;2015-11-06 05:11:24 EST;480978;NEW
CC;noopur_gupta;noopur_gupta;2015-11-06 05:11:24 EST;480978;
Summary;Quick-fix option for static field import;falk.stefan;2015-10-01 13:29:53 EDT;478840;Static import quick-fix (CTRL+1)
CC;mattadav;mattadav;2015-10-01 13:45:10 EDT;478840;
Status;CLOSED;daniel_megert;2015-10-28 04:44:39 EDT;479030;REOPENED
Resolution;DUPLICATE;daniel_megert;2015-10-28 04:44:39 EDT;479030;---
Resolution;DUPLICATE;daniel_megert;2015-10-28 04:44:39 EDT;480978;---
Component;UI;daniel_megert;2015-10-28 04:44:39 EDT;478840;UI
Version;4.6;daniel_megert;2015-10-28 04:44:39 EDT;478840;unspecified
CC;lukas.eder;lukas.eder;2016-02-06 11:26:56 EST;482312;
Status;ASSIGNED;sarika.sinha;2016-02-08 01:00:12 EST;482312;NEW
CC;sarika.sinha;sarika.sinha;2016-02-08 01:00:12 EST;482312;
Assignee;jdt-ui-inbox;sarika.sinha;2016-02-08 01:00:12 EST;478840;stem.ui-inbox
Product;JDT;sarika.sinha;2016-02-08 01:00:12 EST;478840;STEM
Target Milestone;---;sarika.sinha;2016-02-08 01:00:12 EST;478840;2.0.0
Status;CLOSED;sarika.sinha;2016-02-08 03:38:35 EST;482312;ASSIGNED
Resolution;DUPLICATE;sarika.sinha;2016-02-08 03:38:35 EST;482312;---
Status;CLOSED;noopur_gupta;2015-10-05 04:46:30 EDT;478840;NEW
CC;noopur_gupta;noopur_gupta;2015-10-05 04:46:30 EDT;478840;
Resolution;DUPLICATE;noopur_gupta;2015-10-05 04:46:30 EDT;478840;---
CC;jarthana;jarthana;2015-12-09 08:53:38 EST;483995;
Component;UI;jarthana;2015-12-09 08:53:38 EST;483995;Core
Assignee;jdt-ui-inbox;jarthana;2015-12-09 08:53:38 EST;483995;jdt-core-inbox
Status;CLOSED;noopur_gupta;2015-12-12 14:35:57 EST;484273;NEW
CC;noopur_gupta;noopur_gupta;2015-12-12 14:35:57 EST;484273;
Resolution;DUPLICATE;noopur_gupta;2015-12-12 14:35:57 EST;484273;---
Status;CLOSED;noopur_gupta;2015-12-18 10:11:34 EST;483995;NEW
CC;noopur_gupta;noopur_gupta;2015-12-18 10:11:34 EST;483995;
Resolution;DUPLICATE;noopur_gupta;2015-12-18 10:11:34 EST;483995;---
Component;UI;Lars.Vogel;2015-12-10 12:11:59 EST;484119;UI
Assignee;jdt-ui-inbox;Lars.Vogel;2015-12-10 12:11:59 EST;484119;Platform-UI-Inbox
Product;JDT;Lars.Vogel;2015-12-10 12:11:59 EST;484119;Platform
Status;CLOSED;bif;2015-12-23 11:42:30 EST;484866;NEW
Resolution;DUPLICATE;bif;2015-12-23 11:42:30 EST;484866;---
Status;CLOSED;noopur_gupta;2016-01-07 10:00:48 EST;485053;NEW
CC;noopur_gupta;noopur_gupta;2016-01-07 10:00:48 EST;485053;
Status;CLOSED;stephan.herrmann;2015-12-10 12:29:34 EST;484119;NEW
CC;stephan.herrmann;stephan.herrmann;2015-12-10 12:29:34 EST;484119;
Resolution;DUPLICATE;stephan.herrmann;2015-12-10 12:29:34 EST;484119;---
Resolution;DUPLICATE;stephan.herrmann;2015-12-10 12:29:34 EST;485053;---
CC;register.eclipse;register.eclipse;2016-02-10 16:06:16 EST;484119;
See Also;https://bugs.eclipse.org/bugs/show_bug.cgi?id=485305;rkhatchadourian;2016-01-06 18:40:28 EST;485303;
CC;stephan.herrmann;stephan.herrmann;2016-01-06 18:46:04 EST;485303;
CC;stephan.herrmann;stephan.herrmann;2016-01-25 13:38:25 EST;486440;
Component;UI;stephan.herrmann;2016-01-25 13:38:25 EST;486440;Core
Status;CLOSED;noopur_gupta;2016-01-07 01:48:14 EST;485303;NEW
CC;noopur_gupta;noopur_gupta;2016-01-07 01:48:14 EST;485303;
Resolution;DUPLICATE;noopur_gupta;2016-01-07 01:48:14 EST;485303;---
Assignee;jdt-ui-inbox;noopur_gupta;2016-01-07 01:48:14 EST;486440;jdt-core-inbox
Summary;[extract method] extract method from enum constant declaration;noopur_gupta;2016-01-07 01:48:14 EST;486440;Refactor : extract method from enum constant declaration
Status;CLOSED;markus_keller;2016-01-27 13:08:13 EST;486625;NEW
Status;CLOSED;noopur_gupta;2016-01-27 07:30:30 EST;486440;NEW
CC;noopur_gupta;noopur_gupta;2016-01-27 07:30:30 EST;486440;
CC;markus_keller;noopur_gupta;2016-01-27 07:30:30 EST;486625;
Resolution;DUPLICATE;noopur_gupta;2016-01-27 07:30:30 EST;486625;---
Resolution;DUPLICATE;noopur_gupta;2016-01-27 07:30:30 EST;486440;---
Blocks;;christian.pontesegger;2016-02-02 03:16:18 EST;486978;
Status;CLOSED;noopur_gupta;2016-02-02 04:15:03 EST;486978;NEW
CC;noopur_gupta;noopur_gupta;2016-02-02 04:15:03 EST;486978;
Resolution;DUPLICATE;noopur_gupta;2016-02-02 04:15:03 EST;486978;---
Keywords;needinfo;noopur_gupta;2016-02-02 06:59:52 EST;486979;
CC;noopur_gupta;noopur_gupta;2016-02-02 06:59:52 EST;486979;
CC;bsd;bsd;2016-02-03 19:39:53 EST;487030;
Component;UI;bsd;2016-02-03 19:39:53 EST;487030;IDE
Status;CLOSED;mistria;2016-02-02 07:03:08 EST;486979;NEW
Resolution;WORKSFORME;mistria;2016-02-02 07:03:08 EST;486979;---
CC;jarthana, manpalat;jarthana;2016-02-04 05:38:37 EST;487190;
CC;StevenByks;StevenByks;2016-04-12 11:26:02 EDT;487190;
Assignee;jdt-ui-inbox;StevenByks;2016-04-12 11:26:02 EDT;487030;Platform-UI-Inbox
Product;JDT;StevenByks;2016-04-12 11:26:02 EDT;487030;Platform
Summary;[contentassist] Prioritize prefix+suffix matches;StevenByks;2016-04-12 11:26:02 EDT;487030;Code insight improvement
Component;UI;jarthana;2016-04-12 11:41:09 EDT;487190;APT
Assignee;jdt-ui-inbox;jarthana;2016-04-12 11:41:09 EDT;487190;jdt-apt-inbox
Status;CLOSED;noopur_gupta;2016-04-12 12:51:25 EDT;487190;NEW
CC;recommenders-inbox;mistria;2016-02-05 10:37:26 EST;487352;
CC;andreas.sewe, johannes.dorn, marcel.bruch, simon.laffoy;mistria;2016-02-05 10:38:25 EST;487352;
Status;CLOSED;daniel_megert;2016-02-04 06:42:32 EST;487030;NEW
CC;daniel_megert;daniel_megert;2016-02-04 06:42:32 EST;487030;
Resolution;DUPLICATE;daniel_megert;2016-02-04 06:42:32 EST;487030;---
CC;noopur_gupta;daniel_megert;2016-02-04 06:42:32 EST;487190;
Resolution;DUPLICATE;daniel_megert;2016-02-04 06:42:32 EST;487190;---
Status;CLOSED;andreas.sewe;2016-02-05 10:43:42 EST;487352;NEW
Resolution;DUPLICATE;andreas.sewe;2016-02-05 10:43:42 EST;487352;---
CC;daniel_megert;daniel_megert;2016-02-05 10:57:06 EST;487352;
Status;ASSIGNED;sarika.sinha;2016-02-10 00:14:31 EST;487551;NEW
Summary;[content assist] Prioritize prefix+suffix matches;daniel_megert;2016-02-04 06:42:45 EST;487030;[contentassist] Prioritize prefix+suffix matches
CC;andreas.sewe;andreas.sewe;2016-02-18 10:51:29 EST;488040;
Summary;Intro tried accessing a NULL bundle;andreas.sewe;2016-02-18 10:52:40 EST;488040;NoStackTrace in BundleUtil.bundleHasValidState (BundleUtil.java:46)
CC;sarika.sinha;andreas.sewe;2016-02-18 10:52:40 EST;487551;
Status;CLOSED;daniel_megert;2016-02-16 09:26:51 EST;487551;ASSIGNED
CC;daniel_megert;daniel_megert;2016-02-16 09:26:51 EST;487551;
Summary;Extract method fails to handle side effect;smikkelsen;2016-03-03 09:10:45 EST;488942;Extract method fails to handle side effect of post-increment
CC;jarthana;jarthana;2016-03-03 10:40:07 EST;488942;
CC;gunnar, tomasz.zarna;andreas.sewe;2016-02-18 10:58:54 EST;488040;
Component;java-package;andreas.sewe;2016-02-18 10:58:54 EST;488040;UI
Resolution;DUPLICATE;andreas.sewe;2016-02-18 10:58:54 EST;487551;---
Component;UI;andreas.sewe;2016-02-18 10:58:54 EST;488942;Core
Assignee;jdt-ui-inbox;andreas.sewe;2016-02-18 10:58:54 EST;488942;jdt-core-inbox
Assignee;epp.packager-inbox;andreas.sewe;2016-02-18 10:58:54 EST;488040;Platform-UI-Inbox
Product;EPP;andreas.sewe;2016-02-18 10:58:54 EST;488040;Platform
CC;bsd;bsd;2016-02-18 11:03:46 EST;488040;
Status;CLOSED;noopur_gupta;2016-03-04 01:56:20 EST;488981;NEW
CC;noopur_gupta;noopur_gupta;2016-03-04 01:56:20 EST;488981;
Status;CLOSED;noopur_gupta;2016-03-04 01:35:30 EST;488942;NEW
CC;noopur_gupta;noopur_gupta;2016-03-04 01:35:30 EST;488942;
CC;mknauer;mknauer;2016-02-19 03:46:58 EST;488040;
Component;UI;andreas.sewe;2016-02-19 04:13:12 EST;488040;java-package
Resolution;DUPLICATE;andreas.sewe;2016-02-19 04:13:12 EST;488981;---
Resolution;DUPLICATE;andreas.sewe;2016-02-19 04:13:12 EST;488942;---
Status;CLOSED;noopur_gupta;2016-03-21 02:29:57 EDT;490034;NEW
CC;noopur_gupta;noopur_gupta;2016-03-21 02:29:57 EDT;490034;
Assignee;jdt-ui-inbox;noopur_gupta;2016-03-21 02:29:57 EDT;488040;epp.packager-inbox
Product;JDT;noopur_gupta;2016-03-21 02:29:57 EDT;488040;EPP
CC;rkhatchadourian;rkhatchadourian;2016-03-30 22:01:39 EDT;490742;
Resolution;DUPLICATE;rkhatchadourian;2016-03-30 22:01:39 EDT;490034;---
CC;gautier.desaintmartinlacaze;gautier.desaintmartinlacaze;2016-04-03 19:58:32 EDT;490969;
Status;CLOSED;noopur_gupta;2016-04-04 01:27:58 EDT;490969;NEW
Summary;"org.eclipse.jdt's samplesExtensionContent.xml references org.eclipse.pde.ui (""Intro tried accessing a NULL bundle"" error when PDE not installed)";noopur_gupta;2016-04-04 01:27:58 EDT;488040;Intro tried accessing a NULL bundle
Status;CLOSED;daniel_megert;2016-02-19 04:31:10 EST;488040;NEW
See Also;https://git.eclipse.org/r/70072;genie;2016-04-06 17:43:17 EDT;491195;
Status;CLOSED;noopur_gupta;2016-04-18 07:32:03 EDT;491195;NEW
Status;CLOSED;noopur_gupta;2016-03-31 00:57:43 EDT;490742;NEW
CC;noopur_gupta;noopur_gupta;2016-03-31 00:57:43 EDT;490742;
CC;Lars.Vogel;Lars.Vogel;2016-04-14 12:51:57 EDT;491720;
Summary;"Running cleanup action ""Convert control statements bodies to blocks"" results in syntax errors";Lars.Vogel;2016-04-14 12:51:57 EDT;491720;Enforce brackets for single statements in org.eclipse.ui.workbench
CC;noopur_gupta;Lars.Vogel;2016-04-14 12:51:57 EDT;490969;
Resolution;DUPLICATE;Lars.Vogel;2016-04-14 12:51:57 EDT;490969;---
CC;daniel_megert;Lars.Vogel;2016-04-14 12:51:57 EDT;488040;
Resolution;DUPLICATE;Lars.Vogel;2016-04-14 12:51:57 EDT;488040;---
CC;noopur_gupta;Lars.Vogel;2016-04-14 12:51:57 EDT;491195;
Hardware;All;Lars.Vogel;2016-04-14 12:51:57 EDT;491195;PC
Resolution;DUPLICATE;Lars.Vogel;2016-04-14 12:51:57 EDT;491195;---
Resolution;DUPLICATE;Lars.Vogel;2016-04-14 12:51:57 EDT;490742;---
Component;UI;Lars.Vogel;2016-04-14 12:52:12 EDT;491720;UI
Assignee;jdt-ui-inbox;Lars.Vogel;2016-04-14 12:52:12 EDT;491720;Platform-UI-Inbox
Status;CLOSED;ctg;2016-04-25 20:05:19 EDT;492406;NEW
CC;daniel_megert, kitlo, kqli, sharonc, tomerm, wajnberg, yxiaobo;shijinsj;2016-04-27 04:49:31 EDT;492520;
Status;CLOSED;daniel_megert;2016-04-27 08:49:51 EDT;492520;NEW
OS;All;daniel_megert;2016-04-27 08:49:51 EDT;491195;Mac OS X
Product;JDT;daniel_megert;2016-04-27 08:49:51 EDT;491720;Platform
Status;CLOSED;noopur_gupta;2016-04-14 13:48:56 EDT;491720;NEW
CC;noopur_gupta;noopur_gupta;2016-04-14 13:48:56 EDT;491720;
Status;CLOSED;noopur_gupta;2016-06-10 05:11:04 EDT;494266;NEW
Resolution;DUPLICATE;noopur_gupta;2016-06-10 05:11:04 EDT;492406;---
Resolution;DUPLICATE;noopur_gupta;2016-06-10 05:11:04 EDT;492520;---
Status;CLOSED;mistria;2016-05-27 12:47:44 EDT;494778;NEW
Resolution;INVALID;mistria;2016-05-27 12:47:44 EDT;494778;---
Resolution;DUPLICATE;mistria;2016-05-27 12:47:44 EDT;491720;---
CC;noopur_gupta;mistria;2016-05-27 12:47:44 EDT;494266;
Resolution;DUPLICATE;mistria;2016-05-27 12:47:44 EDT;494266;---
Status;CLOSED;noopur_gupta;2016-06-15 01:53:46 EDT;496120;NEW
CC;noopur_gupta;noopur_gupta;2016-06-15 01:53:46 EDT;496120;
Status;CLOSED;noopur_gupta;2016-06-09 00:58:11 EDT;495740;NEW
CC;noopur_gupta;noopur_gupta;2016-06-09 00:58:11 EDT;495740;
Resolution;DUPLICATE;noopur_gupta;2016-06-09 00:58:11 EDT;496120;---
Status;CLOSED;noopur_gupta;2016-06-27 06:39:49 EDT;496812;NEW
CC;noopur_gupta;noopur_gupta;2016-06-27 06:39:49 EDT;496812;
Resolution;DUPLICATE;noopur_gupta;2016-06-27 06:39:49 EDT;495740;---
Status;CLOSED;noopur_gupta;2016-07-13 06:34:03 EDT;497824;NEW
CC;noopur_gupta;noopur_gupta;2016-07-13 06:34:03 EDT;497824;
Resolution;DUPLICATE;noopur_gupta;2016-07-13 06:34:03 EDT;496812;---
Resolution;DUPLICATE;noopur_gupta;2016-07-13 06:34:03 EDT;497824;---
CC;sarika.sinha;sarika.sinha;2016-08-29 00:35:42 EDT;499806;
Component;UI;sarika.sinha;2016-08-29 00:35:42 EDT;499806;Debug
Assignee;jdt-ui-inbox;sarika.sinha;2016-08-29 00:35:42 EDT;499806;jdt-debug-inbox
Status;CLOSED;khjgfty4regrdhg;2016-09-05 05:31:34 EDT;500840;NEW
Resolution;DUPLICATE;khjgfty4regrdhg;2016-09-05 05:31:34 EDT;500840;---
Status;CLOSED;noopur_gupta;2016-09-19 03:00:49 EDT;499806;NEW
CC;noopur_gupta;noopur_gupta;2016-09-19 03:00:49 EDT;499806;
Resolution;DUPLICATE;noopur_gupta;2016-09-19 03:00:49 EDT;499806;---
Status;CLOSED;noopur_gupta;2016-09-06 05:03:16 EDT;500846;NEW
CC;noopur_gupta;noopur_gupta;2016-09-06 05:03:16 EDT;500846;
Resolution;DUPLICATE;noopur_gupta;2016-09-06 05:03:16 EDT;500846;---
Status;CLOSED;noopur_gupta;2016-09-09 08:08:20 EDT;501130;NEW
CC;noopur_gupta;noopur_gupta;2016-09-09 08:08:20 EDT;501130;
Resolution;DUPLICATE;noopur_gupta;2016-09-09 08:08:20 EDT;501130;---
Summary;Adapt o.e.jdt.text.tests.performance.DifferenceMeter to generified Sample;akurtakov;2016-09-20 01:14:19 EDT;501788;Adapt org.eclipse.jdt.text.tests.performance.DifferenceMeter to generified Sample
See Also;https://git.eclipse.org/r/81408;genie;2016-09-20 01:16:03 EDT;501788;
Status;CLOSED;noopur_gupta;2016-09-20 01:22:32 EDT;501788;NEW
CC;noopur_gupta;noopur_gupta;2016-09-20 01:22:32 EDT;501788;
Resolution;DUPLICATE;noopur_gupta;2016-09-20 01:22:32 EDT;501788;---
Status;CLOSED;clovis.seragiotto;2016-09-16 06:18:01 EDT;501582;NEW
Resolution;DUPLICATE;clovis.seragiotto;2016-09-16 06:18:01 EDT;501582;---
CC;cbridgha;alois.zoitl;2016-09-29 07:25:15 EDT;502541;
Component;jee-package;alois.zoitl;2016-09-29 07:25:15 EDT;502541;General
Status;RESOLVED;noopur_gupta;2016-09-30 07:07:55 EDT;502847;NEW
Version;4.6.1;noopur_gupta;2016-09-30 07:07:55 EDT;502541;unspecified
Assignee;epp.packager-inbox;noopur_gupta;2016-09-30 07:07:55 EDT;502541;4diac-inbox
Product;EPP;noopur_gupta;2016-09-30 07:07:55 EDT;502541;4DIAC
CC;noopur_gupta;noopur_gupta;2016-09-30 07:07:55 EDT;502847;
Resolution;WORKSFORME;noopur_gupta;2016-09-30 07:07:55 EDT;502847;---
Status;REOPENED;Lars.Vogel;2016-09-30 07:11:54 EDT;502847;RESOLVED
Component;UI;cbridgha;2016-09-29 09:27:38 EDT;502541;jee-package
Version;4.7;cbridgha;2016-09-29 09:27:38 EDT;502541;4.6.1
CC;Adam_Kiezun;jerome_lanneluc;2001-10-11 08:45:57 EDT;3433;
CC;Lars.Vogel;jerome_lanneluc;2001-10-11 08:45:57 EDT;502847;
Resolution;---;jerome_lanneluc;2001-10-11 08:45:57 EDT;502847;WORKSFORME
Status;CLOSED;noopur_gupta;2016-09-30 07:15:43 EDT;502847;REOPENED
Assignee;jdt-ui-inbox;noopur_gupta;2016-09-30 07:15:43 EDT;502541;epp.packager-inbox
Product;JDT;noopur_gupta;2016-09-30 07:15:43 EDT;502541;EPP
Status;CLOSED;noopur_gupta;2016-09-30 01:42:41 EDT;502541;UNCONFIRMED
Status;RESOLVED;noopur_gupta;2016-09-30 01:42:41 EDT;3433;ASSIGNED
Resolution;WORKSFORME;noopur_gupta;2016-09-30 01:42:41 EDT;3433;---
Status;CLOSED;jerome_lanneluc;2001-10-11 09:25:23 EDT;3433;RESOLVED
Resolution;DUPLICATE;jerome_lanneluc;2001-10-11 09:25:23 EDT;502847;---
CC;philippe_mulet;philippe_mulet;2005-04-05 15:20:32 EDT;90344;
Assignee;jim_des_rivieres;philippe_mulet;2005-04-05 15:20:47 EDT;90344;jdt-core-inbox
CC;noopur_gupta;philippe_mulet;2005-04-05 15:20:47 EDT;502541;
Resolution;DUPLICATE;philippe_mulet;2005-04-05 15:20:47 EDT;502541;---
Status;RESOLVED;philippe_mulet;2001-12-03 09:35:49 EST;6423;NEW
Resolution;FIXED;philippe_mulet;2001-12-03 09:35:49 EST;6423;---
Blocks;;daniel_megert;2001-12-04 03:49:51 EST;6423;
Target Milestone;2.0 M1;jerome_lanneluc;2002-02-12 09:20:49 EST;3433;---
CC;;freezhangm;2010-12-13 04:31:37 EST;3433;akiezun
CC;freezhangm;freezhangm;2010-12-13 04:31:55 EST;3433;
CC;frederic_fusier;philippe_mulet;2005-04-14 15:17:47 EDT;90344;
Status;CLOSED;philippe_mulet;2001-12-04 13:33:10 EST;6423;RESOLVED
Target Milestone;2.0 M1;jerome_lanneluc;2002-02-12 09:19:45 EST;6423;---
Assignee;jdt-ui-inbox;kai-uwe_maetzel;2002-10-28 06:15:47 EST;25358;jdt-text-inbox
Assignee;Jerome_Lanneluc;philippe_mulet;2002-12-05 10:07:10 EST;27660;jdt-core-inbox
Target Milestone;2.1 M4;philippe_mulet;2002-12-05 10:07:10 EST;27660;---
Component;UI;philippe_mulet;2002-12-05 10:07:10 EST;25358;Text
Assignee;Martin_Aeschlimann;Claude_Knaus;2002-10-28 06:55:58 EST;25358;jdt-ui-inbox
Assignee;jdt-core-inbox;aeschli;2002-10-29 03:10:23 EST;25358;Martin_Aeschlimann
Status;ASSIGNED;jerome_lanneluc;2002-12-05 11:28:23 EST;27660;NEW
Status;RESOLVED;jerome_lanneluc;2002-12-05 11:55:12 EST;27660;ASSIGNED
Resolution;WORKSFORME;jerome_lanneluc;2002-12-05 11:55:12 EST;27660;---
Assignee;martin_aeschlimann;dirk_baeumer;2004-06-05 11:18:04 EDT;65748;jdt-ui-inbox
Summary;Hierarchy view fails to pick up class modifier change [type hierarchy];dirk_baeumer;2004-06-05 11:18:04 EDT;65748;Hierarchy view fails to pick up class modifier change
Component;Core;dirk_baeumer;2004-06-05 11:18:04 EDT;25358;UI
Assignee;Jerome_Lanneluc;philippe_mulet;2002-10-29 05:29:55 EST;25358;jdt-core-inbox
Status;ASSIGNED;jerome_lanneluc;2002-10-29 09:28:49 EST;25358;NEW
Status;CLOSED;deboer;2006-06-14 14:36:30 EDT;27660;RESOLVED
CC;martin_aeschlimann;aeschli;2005-05-20 10:10:23 EDT;65748;
Assignee;jdt-core-inbox;aeschli;2005-05-20 10:10:23 EDT;65748;martin_aeschlimann
Component;Core;aeschli;2005-05-20 10:10:23 EDT;65748;UI
Assignee;kent_johnson;kent_johnson;2005-05-05 10:11:21 EDT;93668;jdt-core-inbox
CC;philippe_mulet;kent_johnson;2005-05-05 16:38:51 EDT;93668;
Status;RESOLVED;jerome_lanneluc;2002-11-04 07:22:43 EST;25358;ASSIGNED
Resolution;FIXED;jerome_lanneluc;2002-11-04 07:22:43 EST;25358;---
Target Milestone;2.1 M3;jerome_lanneluc;2002-11-04 07:22:43 EST;25358;---
Target Milestone;3.1 RC1;jerome_lanneluc;2005-05-16 09:16:53 EDT;95349;---
CC;jim_des_rivieres;philippe_mulet;2005-05-16 09:38:22 EDT;95349;
Summary;[type hierarchy] Hierarchy view fails to pick up class modifier change;philippe_mulet;2005-05-16 09:38:22 EDT;65748;Hierarchy view fails to pick up class modifier change [type hierarchy]
Assignee;jerome_lanneluc;jerome_lanneluc;2005-05-27 11:46:29 EDT;65748;jdt-core-inbox
Target Milestone;3.1 RC2;jerome_lanneluc;2005-05-30 05:12:57 EDT;65748;---
CC;jerome_lanneluc;kent_johnson;2005-05-05 17:02:02 EDT;93668;
Target Milestone;3.1 M7;kent_johnson;2005-05-06 12:46:27 EDT;93668;---
CC;mlists;mlists;2005-05-09 09:44:56 EDT;93668;
Assignee;jerome_lanneluc;philippe_mulet;2005-05-23 04:29:26 EDT;96258;jdt-core-inbox
Target Milestone;3.1 RC2;philippe_mulet;2005-06-02 08:44:52 EDT;96258;---
Status;VERIFIED;david_audel;2002-11-13 07:32:32 EST;25358;RESOLVED
Status;CLOSED;avijayr;2002-11-16 14:06:32 EST;25358;VERIFIED
CC;martin_aeschlimann;philippe_mulet;2005-05-16 09:38:34 EDT;95349;
CC;philippe_mulet;philippe_mulet;2005-05-16 09:38:48 EDT;95349;
Assignee;jerome_lanneluc;jerome_lanneluc;2005-05-27 09:48:07 EDT;96633;jdt-core-inbox
Target Milestone;3.1 RC2;jerome_lanneluc;2005-05-30 05:12:33 EDT;96633;---
Status;RESOLVED;jerome_lanneluc;2005-05-30 10:53:14 EDT;65748;NEW
Resolution;FIXED;jerome_lanneluc;2005-05-30 10:53:14 EDT;65748;---
Status;VERIFIED;Olivier_Thomann;2005-06-06 20:00:54 EDT;65748;RESOLVED
CC;kent_johnson;kent_johnson;2005-05-09 10:48:51 EDT;93668;jerome_lanneluc
Assignee;jerome_lanneluc;kent_johnson;2005-05-09 10:49:04 EDT;93668;kent_johnson
Priority;P4;jerome_lanneluc;2005-05-11 06:26:54 EDT;93668;P3
Status;RESOLVED;jerome_lanneluc;2005-06-02 09:08:36 EDT;96258;NEW
Resolution;FIXED;jerome_lanneluc;2005-06-02 09:08:36 EDT;96258;---
Assignee;Olivier_Thomann;philippe_mulet;2005-05-26 16:09:30 EDT;96858;jdt-core-inbox
Target Milestone;3.1 RC2;philippe_mulet;2005-05-26 16:09:30 EDT;96858;---
CC;maxime_daniel;maxime_daniel;2005-05-16 11:12:12 EDT;95349;
Assignee;jerome_lanneluc;philippe_mulet;2005-05-17 12:43:20 EDT;95349;jdt-core-inbox
Target Milestone;3.1 RC2;jerome_lanneluc;2005-05-26 11:49:14 EDT;95349;3.1 RC1
Status;RESOLVED;jerome_lanneluc;2005-05-30 09:57:20 EDT;96633;NEW
Resolution;FIXED;jerome_lanneluc;2005-05-30 09:57:20 EDT;96633;---
Status;VERIFIED;Olivier_Thomann;2005-06-06 20:02:47 EDT;96633;RESOLVED
Status;CLOSED;frederic_fusier;2005-06-10 05:45:05 EDT;65748;VERIFIED
Target Milestone;---;frederic_fusier;2005-06-10 05:45:05 EDT;93668;3.1 M7
Priority;P3;philippe_mulet;2005-05-11 13:17:07 EDT;93668;P4
Target Milestone;3.1 RC1;philippe_mulet;2005-05-11 13:17:07 EDT;93668;---
Status;VERIFIED;Olivier_Thomann;2005-06-07 13:41:54 EDT;96258;RESOLVED
Status;CLOSED;jerome_lanneluc;2005-06-10 06:41:33 EDT;96258;VERIFIED
Status;ASSIGNED;Olivier_Thomann;2005-05-27 11:54:46 EDT;96858;NEW
CC;philippe_mulet;Olivier_Thomann;2005-05-27 14:37:49 EDT;96858;
Assignee;jdt-ui-inbox;Olivier_Thomann;2005-05-27 14:37:49 EDT;96858;Olivier_Thomann
CC;dirk_baeumer;jerome_lanneluc;2005-05-31 08:46:23 EDT;95349;
Status;RESOLVED;jerome_lanneluc;2005-06-01 05:06:04 EDT;95349;NEW
Resolution;FIXED;jerome_lanneluc;2005-06-01 05:06:04 EDT;95349;---
Assignee;jerome_lanneluc;jerome_lanneluc;2005-05-30 03:38:37 EDT;97164;jdt-core-inbox
Target Milestone;3.1 RC2;jerome_lanneluc;2005-05-30 05:43:48 EDT;97164;---
Status;CLOSED;frederic_fusier;2005-06-10 08:23:32 EDT;96633;VERIFIED
Status;RESOLVED;jerome_lanneluc;2005-05-18 10:35:27 EDT;93668;NEW
Resolution;FIXED;jerome_lanneluc;2005-05-18 10:35:27 EDT;93668;---
Status;REOPENED;kent_johnson;2005-05-18 12:37:04 EDT;93668;RESOLVED
Status;NEW;kent_johnson;2005-05-18 12:37:04 EDT;96858;ASSIGNED
Component;UI;kent_johnson;2005-05-18 12:37:04 EDT;96858;Core
Status;VERIFIED;frederic_fusier;2005-06-07 11:40:20 EDT;95349;RESOLVED
Status;CLOSED;frederic_fusier;2005-06-10 06:26:04 EDT;95349;VERIFIED
Summary;[JavaDoc Hover] Shows Single Char for primitve Types;ENJ;2005-05-30 04:59:47 EDT;97187;[JavaDoc Hover] Showing Single Char for primitve Types
Status;RESOLVED;jerome_lanneluc;2005-05-30 07:27:23 EDT;97164;NEW
Resolution;FIXED;jerome_lanneluc;2005-05-30 07:27:23 EDT;97164;---
Status;VERIFIED;Olivier_Thomann;2005-06-07 11:57:23 EDT;97164;RESOLVED
Resolution;---;Olivier_Thomann;2005-06-07 11:57:23 EDT;93668;FIXED
CC;jerome_lanneluc;kent_johnson;2005-05-18 12:37:34 EDT;93668;kent_johnson
CC;dirk_baeumer;dirk_baeumer;2005-05-27 17:23:27 EDT;96858;
Assignee;jdt-core-inbox;dirk_baeumer;2005-05-27 17:23:27 EDT;96858;jdt-ui-inbox
Assignee;jdt-core-inbox;dirk_baeumer;2005-05-31 04:25:59 EDT;97272;jdt-ui-inbox
Assignee;martin_aeschlimann;dirk_baeumer;2005-05-30 06:47:25 EDT;97187;jdt-ui-inbox
Summary;[rendering] Shows Single Char for primitve Types;dirk_baeumer;2005-05-30 06:47:25 EDT;97187;[JavaDoc Hover] Shows Single Char for primitve Types
Assignee;jerome_lanneluc;jerome_lanneluc;2005-05-30 11:12:36 EDT;97275;jdt-core-inbox
Assignee;jerome_lanneluc;jerome_lanneluc;2005-06-02 04:09:11 EDT;97273;jdt-core-inbox
Status;CLOSED;frederic_fusier;2005-06-10 08:49:36 EDT;97164;VERIFIED
Assignee;kent_johnson;frederic_fusier;2005-06-10 08:49:36 EDT;93668;jerome_lanneluc
Status;NEW;frederic_fusier;2005-06-10 08:49:36 EDT;93668;REOPENED
Component;Core;frederic_fusier;2005-06-10 08:49:36 EDT;96858;UI
Assignee;jerome_lanneluc;jerome_lanneluc;2005-05-28 04:30:58 EDT;96858;jdt-core-inbox
