what;added;who;when;bug_id;removed
Resolution;INVALID;denis.roy;2009-08-30 02:08:10 EDT;57088;REMIND
Status;RESOLVED;philippe_mulet;2004-04-08 12:34:54 EDT;57917;NEW
Resolution;REMIND;philippe_mulet;2004-04-08 12:34:54 EDT;57917;---
Status;CLOSED;frederic_fusier;2005-02-17 09:37:10 EST;57917;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:09:32 EDT;57917;
Resolution;INVALID;denis.roy;2009-08-30 02:09:32 EDT;57917;REMIND
Assignee;jdt-core-inbox;daniel_megert;2004-04-14 06:30:33 EDT;58436;jdt-text-inbox
Component;Core;daniel_megert;2004-04-14 06:30:33 EDT;58436;Text
Assignee;Olivier_Thomann;Olivier_Thomann;2004-04-14 09:04:52 EDT;58436;jdt-core-inbox
Status;ASSIGNED;Olivier_Thomann;2004-04-14 09:05:45 EDT;58436;NEW
Assignee;jdt-core-inbox;Olivier_Thomann;2004-04-14 10:25:21 EDT;58436;Olivier_Thomann
Status;NEW;Olivier_Thomann;2004-04-14 10:25:21 EDT;58436;ASSIGNED
Assignee;Olivier_Thomann;philippe_mulet;2004-04-23 09:14:18 EDT;58436;jdt-core-inbox
Status;ASSIGNED;Olivier_Thomann;2004-04-23 09:24:19 EDT;58436;NEW
Status;RESOLVED;Olivier_Thomann;2004-04-29 11:36:41 EDT;58436;ASSIGNED
Resolution;REMIND;Olivier_Thomann;2004-04-29 11:36:41 EDT;58436;---
Status;CLOSED;frederic_fusier;2005-02-17 09:38:17 EST;58436;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:09:31 EDT;58436;
Resolution;INVALID;denis.roy;2009-08-30 02:09:31 EDT;58436;REMIND
Assignee;jdt-core-inbox;daniel_megert;2004-04-16 02:18:42 EDT;58751;jdt-text-inbox
Component;Core;daniel_megert;2004-04-16 02:18:42 EDT;58751;Text
Assignee;Olivier_Thomann;Olivier_Thomann;2004-04-16 09:31:25 EDT;58751;jdt-core-inbox
Assignee;jdt-core-inbox;Olivier_Thomann;2004-04-16 09:31:25 EDT;58436;Olivier_Thomann
Status;ASSIGNED;Olivier_Thomann;2004-04-16 09:31:50 EDT;58751;NEW
Status;RESOLVED;Olivier_Thomann;2004-04-27 20:39:43 EDT;58751;ASSIGNED
Resolution;REMIND;Olivier_Thomann;2004-04-27 20:39:43 EDT;58751;---
Status;RESOLVED;philippe_mulet;2004-04-26 06:26:21 EDT;58995;NEW
Resolution;WORKSFORME;philippe_mulet;2004-04-26 06:26:21 EDT;58995;---
Target Milestone;3.0 M9;philippe_mulet;2004-04-26 06:26:21 EDT;58995;---
Status;CLOSED;frederic_fusier;2005-02-17 09:37:55 EST;58751;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:05:02 EDT;58751;
Resolution;INVALID;denis.roy;2009-08-30 02:05:02 EDT;58751;REMIND
Assignee;jdt-core-inbox;denis.roy;2009-08-30 02:05:02 EDT;58751;Olivier_Thomann
Target Milestone;3.1;philippe_mulet;2004-05-07 17:53:08 EDT;58995;3.0 M9
Status;CLOSED;paulkrause88;2004-06-02 18:30:00 EDT;58995;RESOLVED
Target Milestone;3.1 M1;philippe_mulet;2005-01-11 11:02:50 EST;58995;3.1
Status;RESOLVED;philippe_mulet;2004-04-23 08:43:09 EDT;59652;NEW
Resolution;WONTFIX;philippe_mulet;2004-04-23 08:43:09 EDT;59652;---
Target Milestone;3.0 M9;jerome_lanneluc;2004-05-19 12:31:24 EDT;59652;---
Assignee;jdt-core-inbox;john.arthorne;2004-05-12 11:59:29 EDT;60342;platform-core-inbox
Product;JDT;john.arthorne;2004-05-12 11:59:29 EDT;60342;Platform
Version;2.1.2;john.arthorne;2004-05-12 11:59:29 EDT;60342;2.0
Status;CLOSED;sdavids;2004-09-17 08:23:39 EDT;59652;RESOLVED
Status;RESOLVED;philippe_mulet;2004-05-13 07:03:15 EDT;60342;NEW
Resolution;REMIND;philippe_mulet;2004-05-13 07:03:15 EDT;60342;---
Status;CLOSED;frederic_fusier;2005-02-17 09:47:09 EST;60342;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:05:11 EDT;60342;
Resolution;INVALID;denis.roy;2009-08-30 02:05:11 EDT;60342;REMIND
Status;RESOLVED;philippe_mulet;2004-04-29 07:02:20 EDT;60372;NEW
Resolution;WORKSFORME;philippe_mulet;2004-04-29 07:02:20 EDT;60372;---
Target Milestone;3.0 M9;philippe_mulet;2004-04-29 07:02:20 EDT;60372;---
Status;REOPENED;daniel_megert;2004-05-04 11:37:08 EDT;60372;RESOLVED
Resolution;---;daniel_megert;2004-05-04 11:37:08 EDT;60372;WORKSFORME
Status;RESOLVED;philippe_mulet;2004-05-04 12:37:50 EDT;60372;REOPENED
CC;grant_gayed;grant_gayed;2004-04-30 09:43:57 EDT;60513;
Status;RESOLVED;grant_gayed;2004-04-30 09:43:57 EDT;60513;NEW
Resolution;INVALID;grant_gayed;2004-04-30 09:43:57 EDT;60513;---
Resolution;REMIND;grant_gayed;2004-04-30 09:43:57 EDT;60372;---
CC;dirk_baeumer;daniel_megert;2004-05-04 12:55:49 EDT;60372;
Target Milestone;---;frederic_fusier;2005-02-17 09:43:15 EST;60372;3.0 M9
Status;CLOSED;frederic_fusier;2005-06-08 05:48:26 EDT;60372;RESOLVED
Summary;ClassCast exception;frederic_fusier;2005-06-08 05:48:26 EDT;60513;ClassCast exception
Status;REOPENED;patmacDrolet;2004-04-30 14:33:07 EDT;60513;RESOLVED
Resolution;---;patmacDrolet;2004-04-30 14:33:07 EDT;60513;INVALID
Target Milestone;3.1 RC2;patmacDrolet;2004-04-30 14:33:07 EDT;60372;---
Keywords;needinfo;denis.roy;2009-08-30 02:09:06 EDT;60372;
Resolution;INVALID;denis.roy;2009-08-30 02:09:06 EDT;60372;REMIND
Status;RESOLVED;philippe_mulet;2004-05-10 07:36:31 EDT;60534;NEW
Resolution;REMIND;philippe_mulet;2004-05-10 07:36:31 EDT;60534;---
Summary;"[Servlet Error]-[receiver is incompatible with declaring class &#40;class: com/orionauto/autolink/crbridge/helperobjects/CRPolicyBuilder method: buildCRPolicy&#40;Ljava/lang/String&#59;&#41;Lcom/orionauto/autolink/businessobjects/Policy&#59;&#41; at pc: 18]: java.lang.VerifyError: receiver is incompatible with declaring class";philippe_mulet;2004-05-10 07:36:31 EDT;60534;"[Servlet Error]-[receiver is incompatible with declaring class &#40;class: com/orionauto/autolink/crbridge/helperobjects/CRPolicyBuilder method: buildCRPolicy&#40;Ljava/lang/String&#59;&#41;Lcom/orionauto/autolink/businessobjects/Policy&#59;&#41; at pc: 18]: java.lang.VerifyError: receiver is incompatible with declaring class"
Severity;normal;patmacDrolet;2004-04-30 20:27:02 EDT;60513;major
Assignee;jdt-core-inbox;snorthov;2004-05-03 16:26:39 EDT;60513;platform-swt-inbox
Status;NEW;snorthov;2004-05-03 16:26:39 EDT;60513;REOPENED
Status;CLOSED;frederic_fusier;2005-02-17 09:47:28 EST;60534;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:06:43 EDT;60534;
Resolution;INVALID;denis.roy;2009-08-30 02:06:43 EDT;60534;REMIND
Component;Core;denis.roy;2009-08-30 02:06:43 EDT;60513;SWT
Product;JDT;denis.roy;2009-08-30 02:06:43 EDT;60513;Platform
CC;steve_northover;philippe_mulet;2004-05-03 16:47:10 EDT;60513;
Status;RESOLVED;philippe_mulet;2004-05-04 06:21:45 EDT;60513;NEW
CC;olivier_thomann;Olivier_Thomann;2004-05-17 17:32:38 EDT;62539;
Status;RESOLVED;philippe_mulet;2004-05-18 07:45:21 EDT;62539;NEW
Resolution;WORKSFORME;philippe_mulet;2004-05-18 07:45:21 EDT;62539;---
Resolution;REMIND;philippe_mulet;2004-05-18 07:45:21 EDT;60513;---
Status;CLOSED;frederic_fusier;2005-02-17 09:39:20 EST;60513;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:09:37 EDT;60513;
Resolution;INVALID;denis.roy;2009-08-30 02:09:37 EDT;60513;REMIND
Target Milestone;3.0 M9;denis.roy;2009-08-30 02:09:37 EDT;62539;---
Status;CLOSED;emir;2004-05-20 00:02:47 EDT;62539;RESOLVED
Status;RESOLVED;philippe_mulet;2004-05-25 04:01:08 EDT;63744;NEW
Resolution;REMIND;philippe_mulet;2004-05-25 04:01:08 EDT;63744;---
Status;CLOSED;frederic_fusier;2005-02-17 09:46:48 EST;63744;RESOLVED
Assignee;jdt-core-inbox;nick_edgar;2004-05-17 22:56:53 EDT;62561;jdt-ui-inbox
Component;Core;nick_edgar;2004-05-17 22:56:53 EDT;62561;UI
Assignee;kent_johnson;philippe_mulet;2004-05-18 07:30:21 EDT;62561;jdt-core-inbox
Keywords;needinfo;denis.roy;2009-08-30 02:09:31 EDT;63744;
Resolution;INVALID;denis.roy;2009-08-30 02:09:31 EDT;63744;REMIND
Status;RESOLVED;kent_johnson;2004-06-22 15:41:02 EDT;62561;NEW
Resolution;REMIND;kent_johnson;2004-06-22 15:41:02 EDT;62561;---
Status;CLOSED;frederic_fusier;2005-02-17 09:54:01 EST;62561;RESOLVED
Status;RESOLVED;philippe_mulet;2004-05-25 17:44:15 EDT;63921;NEW
Resolution;REMIND;philippe_mulet;2004-05-25 17:44:15 EDT;63921;---
Status;CLOSED;frederic_fusier;2005-02-17 09:48:02 EST;63921;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:09:27 EDT;62561;
Resolution;INVALID;denis.roy;2009-08-30 02:09:27 EDT;62561;REMIND
Assignee;jdt-core-inbox;denis.roy;2009-08-30 02:09:27 EDT;62561;kent_johnson
Keywords;needinfo;denis.roy;2009-08-30 02:07:27 EDT;63921;
Resolution;INVALID;denis.roy;2009-08-30 02:07:27 EDT;63921;REMIND
CC;dirk_baeumer;dirk_baeumer;2004-05-28 03:00:52 EDT;64392;
Assignee;jdt-core-inbox;dirk_baeumer;2004-05-28 03:00:52 EDT;64392;jdt-ui-inbox
Component;Core;dirk_baeumer;2004-05-28 03:00:52 EDT;64392;UI
Status;RESOLVED;philippe_mulet;2004-05-31 18:35:30 EDT;64623;NEW
Resolution;REMIND;philippe_mulet;2004-05-31 18:35:30 EDT;64623;---
Status;CLOSED;frederic_fusier;2005-02-17 09:48:45 EST;64623;RESOLVED
Assignee;frederic_fusier;philippe_mulet;2004-05-31 18:36:44 EDT;64828;jdt-core-inbox
Status;RESOLVED;frederic_fusier;2004-06-24 13:08:18 EDT;64828;NEW
Resolution;REMIND;frederic_fusier;2004-06-24 13:08:18 EDT;64828;---
Status;RESOLVED;philippe_mulet;2004-05-28 09:56:33 EDT;64392;NEW
Resolution;REMIND;philippe_mulet;2004-05-28 09:56:33 EDT;64392;---
Status;REOPENED;bhunt;2004-05-28 10:50:19 EDT;64392;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:07:36 EDT;64623;
Resolution;INVALID;denis.roy;2009-08-30 02:07:36 EDT;64623;REMIND
Status;CLOSED;fitheach;2004-06-24 13:13:02 EDT;64828;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:06:37 EDT;64828;
Resolution;INVALID;denis.roy;2009-08-30 02:06:37 EDT;64828;REMIND
Assignee;jdt-core-inbox;denis.roy;2009-08-30 02:06:37 EDT;64828;frederic_fusier
Status;RESOLVED;frederic_fusier;2004-06-07 06:44:35 EDT;65459;NEW
Resolution;REMIND;frederic_fusier;2004-06-07 06:44:35 EDT;65459;---
Status;CLOSED;frederic_fusier;2005-02-17 09:49:51 EST;65459;RESOLVED
Resolution;---;frederic_fusier;2005-02-17 09:49:51 EST;64392;REMIND
Status;RESOLVED;frederic_fusier;2004-05-28 11:25:44 EDT;64392;REOPENED
Resolution;REMIND;frederic_fusier;2004-05-28 11:25:44 EDT;64392;---
Status;CLOSED;frederic_fusier;2005-02-17 09:48:26 EST;64392;RESOLVED
Assignee;jdt-core-inbox;dirk_baeumer;2004-06-03 04:46:05 EDT;65467;jdt-ui-inbox
Component;Core;dirk_baeumer;2004-06-03 04:46:05 EDT;65467;UI
Status;RESOLVED;frederic_fusier;2004-06-21 09:29:31 EDT;65467;NEW
Keywords;needinfo;denis.roy;2009-08-30 02:06:14 EDT;65459;
Resolution;INVALID;denis.roy;2009-08-30 02:06:14 EDT;65459;REMIND
Keywords;needinfo;denis.roy;2009-08-30 02:06:17 EDT;64392;
Resolution;INVALID;denis.roy;2009-08-30 02:06:17 EDT;64392;REMIND
Resolution;REMIND;denis.roy;2009-08-30 02:06:17 EDT;65467;---
Status;CLOSED;frederic_fusier;2005-02-17 09:52:32 EST;65467;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:09:05 EDT;65467;
Resolution;INVALID;denis.roy;2009-08-30 02:09:05 EDT;65467;REMIND
Status;RESOLVED;philippe_mulet;2004-06-07 15:45:07 EDT;65728;NEW
Resolution;REMIND;philippe_mulet;2004-06-07 15:45:07 EDT;65728;---
Status;CLOSED;frederic_fusier;2005-02-17 09:50:42 EST;65728;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:05:45 EDT;65728;
Resolution;INVALID;denis.roy;2009-08-30 02:05:45 EDT;65728;REMIND
Status;RESOLVED;philippe_mulet;2004-06-21 11:49:16 EDT;68018;NEW
Resolution;REMIND;philippe_mulet;2004-06-21 11:49:16 EDT;68018;---
Status;CLOSED;frederic_fusier;2005-02-17 09:52:47 EST;68018;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:05:25 EDT;68018;
Resolution;INVALID;denis.roy;2009-08-30 02:05:25 EDT;68018;REMIND
Assignee;jdt-core-inbox;kai-uwe_maetzel;2004-06-04 05:52:48 EDT;65689;jdt-text-inbox
Component;Core;kai-uwe_maetzel;2004-06-04 05:52:48 EDT;65689;Text
Status;RESOLVED;philippe_mulet;2004-06-11 19:22:30 EDT;65689;NEW
Resolution;REMIND;philippe_mulet;2004-06-11 19:22:30 EDT;65689;---
Status;CLOSED;frederic_fusier;2005-02-17 09:51:05 EST;65689;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:05:57 EDT;65689;
Resolution;INVALID;denis.roy;2009-08-30 02:05:57 EDT;65689;REMIND
Status;RESOLVED;philippe_mulet;2004-06-06 18:24:02 EDT;65897;NEW
Resolution;REMIND;philippe_mulet;2004-06-06 18:24:02 EDT;65897;---
Status;CLOSED;frederic_fusier;2005-02-17 09:49:26 EST;65897;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:05:14 EDT;65897;
Resolution;INVALID;denis.roy;2009-08-30 02:05:14 EDT;65897;REMIND
Assignee;jdt-ui-inbox;john.arthorne;2004-06-16 10:34:26 EDT;67416;platform-core-inbox
Component;UI;john.arthorne;2004-06-16 10:34:26 EDT;67416;Core
Product;JDT;john.arthorne;2004-06-16 10:34:26 EDT;67416;Platform
Version;2.1.2;john.arthorne;2004-06-16 10:34:26 EDT;67416;2.1.3
Assignee;jdt-core-inbox;dirk_baeumer;2004-06-16 11:27:06 EDT;67416;jdt-ui-inbox
Component;Core;dirk_baeumer;2004-06-16 11:27:06 EDT;67416;UI
Status;RESOLVED;philippe_mulet;2004-06-17 05:22:33 EDT;67416;NEW
Resolution;REMIND;philippe_mulet;2004-06-17 05:22:33 EDT;67416;---
Assignee;kent_johnson;philippe_mulet;2004-06-18 09:58:49 EDT;67793;jdt-core-inbox
Status;RESOLVED;kent_johnson;2004-08-12 13:57:06 EDT;67793;NEW
Resolution;REMIND;kent_johnson;2004-08-12 13:57:06 EDT;67793;---
Status;CLOSED;frederic_fusier;2005-02-17 09:51:32 EST;67416;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:05:07 EDT;67416;
Resolution;INVALID;denis.roy;2009-08-30 02:05:07 EDT;67416;REMIND
Status;RESOLVED;frederic_fusier;2004-06-18 06:47:04 EDT;67353;NEW
Resolution;REMIND;frederic_fusier;2004-06-18 06:47:04 EDT;67353;---
Status;CLOSED;frederic_fusier;2005-02-17 09:51:55 EST;67353;RESOLVED
Status;CLOSED;frederic_fusier;2005-02-17 10:04:30 EST;67793;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:07:24 EDT;67793;
Resolution;INVALID;denis.roy;2009-08-30 02:07:24 EDT;67793;REMIND
Keywords;needinfo;denis.roy;2009-08-30 02:09:24 EDT;67353;
Resolution;INVALID;denis.roy;2009-08-30 02:09:24 EDT;67353;REMIND
Summary;[1.5] Warning when generic type is returned from the function.;philippe_mulet;2004-06-30 13:06:03 EDT;68583;Warning when generic type is returned from the function.
Assignee;philippe_mulet;philippe_mulet;2004-07-03 11:40:40 EDT;68583;jdt-core-inbox
Assignee;jdt-core-inbox;philippe_mulet;2004-07-03 11:40:40 EDT;67793;kent_johnson
Summary;"[compiler] Incorrect ""Unused Variable"" marker";jerome_lanneluc;2004-11-04 06:44:53 EST;68771;"Incorrect ""Unused Variable"" marker"
Assignee;philippe_mulet;philippe_mulet;2004-11-04 13:33:43 EST;68771;jdt-core-inbox
Target Milestone;3.1;philippe_mulet;2004-11-04 13:33:43 EST;68583;---
Status;RESOLVED;philippe_mulet;2004-07-06 06:17:08 EDT;68583;NEW
Resolution;REMIND;philippe_mulet;2004-07-06 06:17:08 EDT;68583;---
Status;RESOLVED;philippe_mulet;2004-11-16 07:37:57 EST;68771;NEW
Resolution;REMIND;philippe_mulet;2004-11-16 07:37:57 EST;68771;---
Status;CLOSED;frederic_fusier;2005-02-17 10:03:09 EST;68771;RESOLVED
Target Milestone;3.1 M1;philippe_mulet;2005-01-11 11:02:14 EST;68583;3.1
Status;CLOSED;frederic_fusier;2005-02-17 10:07:38 EST;68583;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:05:17 EDT;68583;
CC;gawix;kent_johnson;2004-09-02 13:07:15 EDT;69036;
Status;RESOLVED;kent_johnson;2004-09-02 13:07:15 EDT;69036;NEW
Keywords;needinfo;denis.roy;2009-08-30 02:09:24 EDT;68771;
Resolution;INVALID;denis.roy;2009-08-30 02:09:24 EDT;68771;REMIND
Assignee;jdt-core-inbox;denis.roy;2009-08-30 02:09:24 EDT;68771;philippe_mulet
Resolution;INVALID;denis.roy;2009-08-30 02:09:24 EDT;68583;REMIND
Assignee;jdt-core-inbox;denis.roy;2009-08-30 02:09:24 EDT;68583;philippe_mulet
Resolution;LATER;denis.roy;2009-08-30 02:09:24 EDT;69036;---
Target Milestone;3.0.1;denis.roy;2009-08-30 02:09:24 EDT;69036;---
Status;REOPENED;philippe_mulet;2005-04-07 09:15:22 EDT;69036;RESOLVED
Assignee;grant_gayed;veronika_irvine;2004-07-06 15:02:45 EDT;69399;platform-swt-inbox
CC;john_arthorne;grant_gayed;2004-07-07 12:54:12 EDT;69399;
Keywords;performance;grant_gayed;2004-07-07 12:54:12 EDT;69036;
Resolution;---;grant_gayed;2004-07-07 12:54:12 EDT;69036;LATER
Target Milestone;3.1 M7;grant_gayed;2004-07-07 12:54:12 EDT;69036;3.0.1
Component;Core;btownsend;2004-10-26 12:01:36 EDT;69399;SWT
Product;JDT;btownsend;2004-10-26 12:01:36 EDT;69399;Platform
Assignee;frederic_fusier;philippe_mulet;2004-10-27 05:04:11 EDT;69399;grant_gayed
Status;RESOLVED;philippe_mulet;2005-04-07 09:16:13 EDT;69036;REOPENED
Resolution;REMIND;philippe_mulet;2005-04-07 09:16:13 EDT;69036;---
Target Milestone;---;frederic_fusier;2005-04-28 05:26:18 EDT;69036;3.1 M7
Status;RESOLVED;frederic_fusier;2004-11-01 03:50:53 EST;69399;NEW
Resolution;REMIND;frederic_fusier;2004-11-01 03:50:53 EST;69399;---
CC;smccants;smccants;2004-11-12 12:36:06 EST;69399;
CC;philippe_mulet, john_arthorne;john.arthorne;2004-06-30 12:06:47 EDT;68937;
Assignee;jdt-core-inbox;john.arthorne;2004-06-30 14:52:17 EDT;68937;platform-core-inbox
Product;JDT;john.arthorne;2004-06-30 14:52:17 EDT;68937;Platform
Status;CLOSED;frederic_fusier;2005-05-24 08:00:29 EDT;69036;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:04:51 EDT;69036;
Resolution;INVALID;denis.roy;2009-08-30 02:04:51 EDT;69036;REMIND
Status;CLOSED;frederic_fusier;2005-02-17 10:02:49 EST;69399;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:06:47 EDT;69399;
Resolution;INVALID;denis.roy;2009-08-30 02:06:47 EDT;69399;REMIND
Summary;[index] Eclipse sometimes hangs on shutdown;jerome_lanneluc;2004-11-04 06:08:33 EST;68937;Eclipse sometimes hangs on shutdown
Status;RESOLVED;philippe_mulet;2005-04-07 08:04:43 EDT;68937;NEW
Resolution;REMIND;philippe_mulet;2005-04-07 08:04:43 EDT;68937;---
Status;RESOLVED;philippe_mulet;2004-07-09 04:52:45 EDT;69697;NEW
Resolution;REMIND;philippe_mulet;2004-07-09 04:52:45 EDT;69697;---
Status;CLOSED;frederic_fusier;2005-02-17 09:55:07 EST;69697;RESOLVED
Assignee;jdt-core-inbox;frederic_fusier;2005-02-17 09:55:07 EST;69399;frederic_fusier
Assignee;kent_johnson;philippe_mulet;2004-07-27 09:28:58 EDT;70889;jdt-core-inbox
Status;RESOLVED;philippe_mulet;2005-02-03 05:38:14 EST;70889;NEW
Resolution;REMIND;philippe_mulet;2005-02-03 05:38:14 EST;70889;---
Status;CLOSED;frederic_fusier;2005-06-08 05:51:04 EDT;68937;RESOLVED
Target Milestone;3.1 RC2;frederic_fusier;2005-06-08 05:51:04 EDT;68937;---
Keywords;needinfo;denis.roy;2009-08-30 02:05:24 EDT;68937;
Assignee;jdt-core-inbox;dirk_baeumer;2004-07-12 05:02:35 EDT;69778;jdt-ui-inbox
Component;Core;dirk_baeumer;2004-07-12 05:02:35 EDT;69778;UI
Status;RESOLVED;philippe_mulet;2005-04-07 07:39:10 EDT;69778;NEW
Keywords;needinfo;denis.roy;2009-08-30 02:06:31 EDT;69697;
Resolution;INVALID;denis.roy;2009-08-30 02:06:31 EDT;69697;REMIND
Assignee;Olivier_Thomann;philippe_mulet;2004-07-09 14:43:28 EDT;69741;jdt-core-inbox
Status;ASSIGNED;Olivier_Thomann;2004-07-09 17:33:00 EDT;69741;NEW
Status;RESOLVED;Olivier_Thomann;2004-07-17 16:35:32 EDT;69741;ASSIGNED
Status;CLOSED;philippe_mulet;2006-02-03 05:25:09 EST;70889;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:08:40 EDT;70889;
Resolution;INVALID;denis.roy;2009-08-30 02:08:40 EDT;70889;REMIND
Assignee;jdt-core-inbox;denis.roy;2009-08-30 02:08:40 EDT;70889;kent_johnson
Resolution;INVALID;denis.roy;2009-08-30 02:08:40 EDT;68937;REMIND
Resolution;REMIND;denis.roy;2009-08-30 02:08:40 EDT;69778;---
Status;CLOSED;frederic_fusier;2005-06-08 05:53:16 EDT;69778;RESOLVED
Target Milestone;3.1 RC2;frederic_fusier;2005-06-08 05:53:26 EDT;69778;---
Keywords;needinfo;denis.roy;2009-08-30 02:08:16 EDT;69778;
Assignee;kent_johnson;Olivier_Thomann;2004-08-03 13:13:57 EDT;71281;jdt-core-inbox
Status;RESOLVED;kent_johnson;2004-08-10 15:11:31 EDT;71281;NEW
Resolution;REMIND;kent_johnson;2004-08-10 15:11:31 EDT;71281;---
Resolution;REMIND;kent_johnson;2004-08-10 15:11:31 EDT;69741;---
Status;CLOSED;frederic_fusier;2005-02-17 09:55:23 EST;69741;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:08:12 EDT;69741;
Resolution;INVALID;denis.roy;2009-08-30 02:08:12 EDT;69778;REMIND
CC;s.boehme;kent_johnson;2004-08-10 15:37:29 EDT;71281;
Status;CLOSED;frederic_fusier;2005-02-17 09:56:26 EST;71281;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:08:40 EDT;71281;
Resolution;INVALID;denis.roy;2009-08-30 02:08:40 EDT;71281;REMIND
Resolution;INVALID;denis.roy;2009-08-30 02:08:40 EDT;69741;REMIND
Assignee;jdt-core-inbox;denis.roy;2009-08-30 02:08:40 EDT;69741;Olivier_Thomann
Assignee;kent_johnson;Olivier_Thomann;2004-08-03 13:13:15 EDT;71293;jdt-core-inbox
Status;RESOLVED;kent_johnson;2004-08-10 14:48:32 EDT;71293;NEW
Resolution;REMIND;kent_johnson;2004-08-10 14:48:32 EDT;71293;---
Assignee;jdt-core-inbox;kent_johnson;2004-08-10 14:48:32 EDT;71281;kent_johnson
Status;CLOSED;frederic_fusier;2005-02-17 09:57:25 EST;71293;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:06:29 EDT;71293;
Resolution;INVALID;denis.roy;2009-08-30 02:06:29 EDT;71293;REMIND
Assignee;jdt-core-inbox;denis.roy;2009-08-30 02:06:29 EDT;71293;kent_johnson
Status;RESOLVED;Olivier_Thomann;2004-08-05 16:06:38 EDT;71471;NEW
Resolution;REMIND;Olivier_Thomann;2004-08-05 16:06:38 EDT;71471;---
Status;CLOSED;frederic_fusier;2005-02-17 09:55:46 EST;71471;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:08:20 EDT;71471;
Resolution;INVALID;denis.roy;2009-08-30 02:08:20 EDT;71471;REMIND
Status;RESOLVED;kent_johnson;2004-08-13 10:32:23 EDT;71703;NEW
Resolution;REMIND;kent_johnson;2004-08-13 10:32:23 EDT;71703;---
Status;CLOSED;frederic_fusier;2005-02-17 09:56:43 EST;71703;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:08:58 EDT;71703;
Resolution;INVALID;denis.roy;2009-08-30 02:08:58 EDT;71703;REMIND
Assignee;kent_johnson;Olivier_Thomann;2004-09-06 15:58:26 EDT;73335;jdt-core-inbox
Summary;NPE in Indexer;Olivier_Thomann;2004-09-06 15:58:26 EDT;73335;NPE in Indexer
Status;RESOLVED;kent_johnson;2004-10-04 14:05:33 EDT;73335;NEW
CC;teshiman;teshiman;2004-08-16 12:13:49 EDT;72026;
Status;RESOLVED;Olivier_Thomann;2004-08-16 14:48:21 EDT;72026;NEW
Resolution;DUPLICATE;Olivier_Thomann;2004-08-16 14:48:21 EDT;72026;---
Resolution;REMIND;Olivier_Thomann;2004-08-16 14:48:21 EDT;73335;---
Status;CLOSED;frederic_fusier;2005-02-17 09:58:22 EST;73335;RESOLVED
Keywords;needinfo;denis.roy;2009-08-30 02:05:33 EDT;73335;
Resolution;INVALID;denis.roy;2009-08-30 02:05:33 EDT;73335;REMIND
CC;wasleski;wasleski;2004-08-19 12:10:37 EDT;72026;
Status;CLOSED;paulslau;2009-06-30 09:56:53 EDT;72026;RESOLVED
Whiteboard;closed460;paulslau;2009-06-30 09:56:53 EDT;72026;
Whiteboard;;paulslau;2009-06-30 10:50:56 EDT;72026;closed460
Assignee;jdt-ui-inbox;Olivier_Thomann;2004-08-18 16:02:15 EDT;72200;jdt-core-inbox
Component;UI;Olivier_Thomann;2004-08-18 16:02:15 EDT;72200;Core
Assignee;jdt-text-inbox;dirk_baeumer;2004-08-20 06:47:39 EDT;72200;jdt-ui-inbox
Assignee;jdt-core-inbox;dirk_baeumer;2004-08-20 06:47:39 EDT;73335;kent_johnson
Component;Text;dirk_baeumer;2004-08-20 06:47:39 EDT;72200;UI
CC;daniel_megert;daniel_megert;2004-08-20 06:56:00 EDT;72200;
Assignee;jdt-core-inbox;daniel_megert;2004-08-20 06:56:00 EDT;72200;jdt-text-inbox
Component;Core;daniel_megert;2004-08-20 06:56:00 EDT;72200;Text
Summary;[1.5] Illegal Forward Reference;BJGeraci;2004-09-07 18:59:49 EDT;73414;Illeg
Target Milestone;3.1;BJGeraci;2004-09-20 18:28:52 EDT;73414;---
Status;RESOLVED;kent_johnson;2004-09-23 17:32:58 EDT;73414;NEW
