title,id,activity,status
cannot change cursor color in IDLE,1705362,2007-11-30.06:50:48,2
Interpreter cleanup: order of _PyGILState_Fini and PyInterpreterState_Clear,1402,2007-11-29.23:36:29,2
lookdict should INCREF/DECREF startkey around PyObject_RichCompareBool,1517,2007-11-29.18:26:19,2
object.c do_compare comparison ordering error,1513,2007-11-28.18:52:53,2
itertools should grow chunkify,1502,2007-11-27.00:22:29,2
"inspect, class instances and __getattr__",718532,2007-11-26.23:13:53,2
Example using range doesn't give claimed results,1500,2007-11-26.21:14:16,2
Subclassing from Modules,765228,2007-11-26.04:16:17,2
test_subprocess fails on SuSE 10,1412,2007-11-25.20:21:10,2
sqlite3 causes memory read error,1734164,2007-11-25.17:44:43,2
profiler: Bad return and Bad call errors with exceptions,1117670,2007-11-25.17:06:01,2
MSI installer does not include SSL test .pem files,1468,2007-11-25.10:32:38,2
Unicode in a comment.,1495,2007-11-24.21:04:32,2
DOM-Documentation should mention that appendChild() removes the child it appends,1494,2007-11-24.18:42:56,2
Add O_NOATIME to os module,1735632,2007-11-24.13:56:17,2
SystemError accessing uninitialised cell contents,1445,2007-11-24.13:54:26,2
Bug in pstats.print_callers,1315,2007-11-24.13:37:40,2
"xml.dom refers to PyXML, which is no longer maintained",1355,2007-11-24.11:42:30,2
error in TestResult.addError and TestResult.addFailure,1467,2007-11-24.11:39:37,2
subprocess.communication doc could use clarification,1344,2007-11-24.11:32:22,2
email module example email-unpack.py error,1273,2007-11-24.11:24:26,2
popen3 website documentation inconsistency,1220,2007-11-24.11:22:28,2
Decimal.__int__ overflows for large values,1770416,2007-11-24.01:01:52,2
Idle tab command completion,1486,2007-11-23.17:10:56,2
trace.py needs to know about doctests,1429818,2007-11-23.17:10:37,2
PCbuild9 patch for trunk,1474,2007-11-23.15:36:20,2
Improve platform.py usability on Windows,1620174,2007-11-23.09:55:59,2
python 2.6 latest fails test_socketserver.py,1732145,2007-11-23.09:24:02,2
Importing a submodule fails after unloading its parent,1731068,2007-11-23.09:17:11,2
Deprecation warning for <> (NOTEQUAL),1754273,2007-11-23.09:11:05,2
Deprecation warning for `backticks`,1754271,2007-11-23.09:10:57,2
MSVC++8 x86 tkinter build patch for trunk,1767787,2007-11-23.08:52:29,2
Bug in eval() function,1490,2007-11-23.08:11:53,2
Idle tab command completion,1485,2007-11-22.12:49:35,2
sqlite3 module trigger problem,1733085,2007-11-22.10:48:02,2
sqlite timestamp converter bug (floating point),1597404,2007-11-22.10:14:04,2
Backport abcoll to 2.6,1383,2007-11-22.00:58:08,2
codecs utf7 decoding error,1460,2007-11-21.01:10:13,2
zlibmodule.c: int overflow in PyZlib_decompress,1372,2007-11-21.00:47:03,2
missing debug configuration for make_versioninfo.vcproj,1476,2007-11-20.22:02:34,2
PCBuild8 Solution Support Changes,1320,2007-11-20.10:21:55,2
Special reporting of NotImplementedError in unittest,1466,2007-11-19.20:09:26,2
About this document refers to SourceForge tracker,1462,2007-11-19.18:57:11,2
0**0 should raise an error,1461,2007-11-19.17:21:36,2
Minor error in mimetypes docs,1463,2007-11-19.16:31:52,2
"utf_8_sig streamreader bug, patch, and test",1444,2007-11-19.12:50:17,2
Bugs lost on migration from Sourceforge,1459,2007-11-19.00:59:09,2
make msi  work the vs 2005(MSVC8),1449,2007-11-18.21:36:11,2
windows installer problem,1354,2007-11-18.20:57:12,2
unexpected iterator behavior with removal,1456,2007-11-18.04:37:20,2
Generators break trace functionality,1454,2007-11-17.22:27:59,2
pth files not loaded at startup,1431,2007-11-17.07:08:23,2
"Python does not honor ""CFLAGS"" environment variable",1453,2007-11-16.20:17:11,2
string find and rfind methods give a TypeError that is misleading,1259,2007-11-16.18:06:07,2
marshal roundtripping for unicode,1433,2007-11-15.22:59:20,2
Weakref not working properly,1417,2007-11-15.21:21:12,2
recursive __getattr__ in thread crashes,1430436,2007-11-15.20:44:40,2
Use correct encoding for printing SyntaxErrors,1031213,2007-11-15.20:40:02,2
parsermodule validation out of sync with Grammar,1144,2007-11-15.19:17:39,2
Build Python with VS 2005(MSVC8),1448,2007-11-15.18:32:15,2
patch to make msvccompiler.py work with vs 2005(MSVC8),1447,2007-11-15.18:25:25,2
Magic class member variable initialization with lists,1443,2007-11-14.19:19:50,2
C3 MRO algorithm implementation,619475,2007-11-14.18:26:50,2
"Support for multiple handlers for the ""with"" statement",1435,2007-11-13.18:33:15,2
ssl module version 1.10 causes TypeError when accepting connection,1419,2007-11-13.16:22:51,2
List member inside a class is shared by all instances of the class,1437,2007-11-13.14:13:57,2
interpreter crash when multiplying large lists,1704621,2007-11-12.20:07:10,2
Installing on Vista asks to close Explorer (and Nokia PC Suite),1430,2007-11-12.17:57:03,2
python.org: outdated and false information,1421,2007-11-12.17:38:27,2
pdb fails to launch some script.,1254,2007-11-12.17:35:21,2
Error in standard module calendar,1427,2007-11-12.10:05:17,2
Python/hypot.c is never used,1418,2007-11-12.05:14:26,2
Update to property.__doc__,1428,2007-11-12.01:16:06,2
@prop.setter decorators,1416,2007-11-10.22:13:02,2
Garbage collection not working correctly in Python 2.3,1405,2007-11-10.18:23:40,2
Intel icc build fails with optimizations -O2,1689617,2007-11-10.11:21:44,2
int literal methods inaccessible,1413,2007-11-09.23:28:37,2
BaseHTTPServer cannot accept Unicode data,1410,2007-11-09.21:11:21,2
Inconsistence in multiply list,1408,2007-11-09.13:19:47,2
A typo in tutorial,1411,2007-11-09.13:15:42,2
py3k: corrections for test_subprocess on windows,1047,2007-11-09.01:36:47,2
test_email failed,1086,2007-11-08.14:08:18,2
test_glob fails with UnicodeDecodeError,1042,2007-11-08.13:45:55,2
Trailing slash in sys.path cause import failure,1293,2007-11-07.17:46:51,2
contextmanager eats StopIteration,1705170,2007-11-07.12:27:18,2
uu module catches a wrong exception type,1376,2007-11-03.15:17:45,2
decode_unicode doesn't nul-terminate,1098,2007-11-02.22:46:47,2
Preliminary stderr patch,1352,2007-11-02.21:14:25,2
Module uuid: reduce pickle footprint,1516327,2007-11-01.17:41:42,2
Module uuid: functions for retrieving MAC addres,1516330,2007-11-01.17:40:49,2
Logic Variable Thread Synchronization,738948,2007-11-01.17:12:27,2
Reference to Python24 path in Python 2.5 doc,1369,2007-11-01.17:07:54,2
Bug tracker link in about tutorial page is wrong,1368,2007-11-01.17:07:16,2
mkdir+chdir problem in multiple threads,1367,2007-11-01.14:03:40,2
"PEP 3137 patch (repr, names, parser)",1247,2007-10-31.23:30:20,2
bytes(<int>) constructor,1365,2007-10-31.16:41:43,2
Different 3.0a1 exit behavior,1329,2007-10-30.18:37:53,2
Simple mistake in http://docs.python.org/tut/node6.html,1362,2007-10-30.17:58:14,2
please close: hashlib uses OpenSSL which is much slower than Aaron Gifford,1361,2007-10-30.02:16:25,2
threading.Thread.join() cannot be interrupted by a Ctrl-C,1167930,2007-10-30.00:56:32,2
py3k: out of bounds read in PyUnicode_DecodeUnicodeEscape,1359,2007-10-30.00:29:54,2
3.0a1 make test Error on  Solaris w/ SUN C/C++,1357,2007-10-29.21:27:59,2
3.0a1 Solaris w/ SUN C/C++,1356,2007-10-29.20:55:31,2
mp4 missing from mimetypes.py,1353,2007-10-29.20:53:27,2
correction for test_fileinput in py3k on Windows,1341,2007-10-29.17:40:14,2
correction for test_tempfile in py3k on Windows,1340,2007-10-29.17:16:42,2
"""Really  print?"" Dialog",1717170,2007-10-28.21:54:07,2
Ctrl+C for copy does not work when caps-lock is on,1356720,2007-10-28.19:30:58,2
IDLE does not start if windows environment variable containing 'German Umlaute: äöü' exists,1262,2007-10-28.19:20:02,2
os.environ.pop doesn't work,1287,2007-10-26.18:31:03,2
bytesiterator patch,1335,2007-10-26.17:40:25,2
Strange Python hangup,1255,2007-10-26.06:36:34,2
py3k: file.truncate() changes the file position,1323,2007-10-25.23:23:49,2
Remove os.tmpnam() and os.tempnam(),1318,2007-10-25.23:19:02,2
r58034 breaks building _ctypes with the upstream libffi.,1324,2007-10-25.19:48:41,2
use bytes for code objects,1022,2007-10-24.20:02:52,2
Removal of basestring type,1258,2007-10-24.19:57:40,2
py3k: fixes for test_ctypes,1319,2007-10-24.19:37:55,2
"itertools missing, causes interactive help to break",1077,2007-10-24.19:20:38,2
Open always create new tab or new browser,1753371,2007-10-24.19:20:06,2
xml.dom.minidom not able to handle utf-8 data,1290,2007-10-24.19:12:12,2
Support for z/OS and EBCDIC.,1298,2007-10-24.14:32:49,2
Non-contiguous indexing and slicing,419903,2007-10-24.13:19:41,2
TimedRotatingFileHandler logic for day of week is wrong,1321,2007-10-24.10:54:05,2
smtpd.SMTPServer throws exception on MAIL command with no arg,1307,2007-10-24.03:53:59,2
Patch for strftime problem on German Windows,1314,2007-10-23.19:43:34,2
mmap missing offset parameter,1089974,2007-10-23.06:59:52,2
unicode.translate() doesn't error out on invalid translation table,1071,2007-10-23.06:53:21,2
ABC caches should use weak refs,1061,2007-10-23.06:27:05,2
Typo in Python Library Reference documentation: logging module,1313,2007-10-23.05:45:02,2
add offset to mmap,708374,2007-10-23.03:13:35,2
py3k compilation on Windows,1304,2007-10-22.22:19:15,2
socket.py hangs on Mac OS X,1305,2007-10-22.20:38:11,2
windows build fix,1309,2007-10-22.16:00:53,2
tempfile breaks on Windows,1310,2007-10-22.12:42:56,2
unicode(None) anomaly,1308,2007-10-22.06:28:39,2
imp.find_module() ignores -*- coding: Latin-1 -*-,1278,2007-10-19.23:36:58,2
PEP 3137: Make PyString's indexing and iteration return integers,1280,2007-10-19.22:07:07,2
Garbled chars in offending line of SyntaxError traceback,1161,2007-10-19.20:54:16,2
"""TypeError: expected string, bytes found"" instead of KeyboardInterrupt",1151,2007-10-19.20:53:48,2
typo in lib doc 7.3.2.1 MaildirMessage,1284,2007-10-19.17:39:32,2
typo in documentation - lib ref section 14.3.3.4,1281,2007-10-18.21:16:19,2
Typo in Context Manager Types,1289,2007-10-18.03:45:33,2
httplib hangs reading too much data,1580738,2007-10-18.03:17:02,2
dict.fromkeys - Odd logic when passing second dict.fromkeys as value,1288,2007-10-16.22:35:47,2
Decode __file__ and co_filename to unicode using fs default,1272,2007-10-16.01:25:31,2
Irregular behavior of datetime.__str__(),1074462,2007-10-15.15:20:32,2
Fix Bug 1362475 Text.edit_modified() doesn't work,1643641,2007-10-15.04:08:20,2
array unittest problems with UCS4 build,1268,2007-10-14.20:46:51,2
PEP 3137: Remove the buffer API from PyUnicode,1260,2007-10-14.02:09:05,2
__file__ and co_filename as unicode,1264,2007-10-14.01:02:25,2
bsddb.dbshelve.DbShelf.append doesn't work,1233,2007-10-12.19:14:44,2
MemoryError when working on large dictionaries on Windows 2003 Server,1270,2007-10-12.12:53:48,2
Python2.5.1 fails to compile under  VC.NET2002 ( 7.0 ),1216,2007-10-12.08:59:50,2
Recursion limit too high for MacOSX,756576,2007-10-11.22:58:18,2
ctypes doesn't work on Mac with --disable-toolbox-glue,1203,2007-10-11.19:52:06,2
tools and demo missing from windows,1541420,2007-10-10.06:12:47,2
Minor pasting patch,1659326,2007-10-10.01:07:25,2
IDLE - cursor color configuration bug,1725576,2007-10-10.00:56:22,2
Ctrl+Shift block marking by words,1710718,2007-10-10.00:42:30,2
dictobject and dictentry not used consistently in dictobject.c,1238,2007-10-10.00:08:51,2
character set in Japanese on Ubuntu distribution,1713252,2007-10-09.23:48:07,2
Display CallTips for classes using metaclasses.,1775388,2007-10-09.23:44:07,2
IDLE - Fix: pressing Ctrl+C while printing exception -> stuck,1225,2007-10-09.19:32:28,2
PEP 3137 patch: PyBytes/PyUnicode comparisons,1249,2007-10-09.17:21:20,2
Documentation for tp_as_number... version 2.6,1199,2007-10-08.14:13:01,2
3.0 tutorial/datastructures.rst patch,1228,2007-10-08.14:08:47,2
lib/sched.py superfluous code for removal,1226,2007-10-08.08:06:25,2
"split(None, maxsplit) does not strip whitespace correctly",1123,2007-10-08.07:50:36,2
Error on 'raise' does not show correct line number and Traceback message,1244,2007-10-08.07:22:32,2
Document PySys_GetObject(),1246,2007-10-08.06:24:59,2
str.split bug when using sep = None and maxsplit,1240,2007-10-07.20:06:03,2
subprocess.py stdout of childprocess always buffered.,1241,2007-10-06.22:36:54,2
test,1242,2007-10-06.16:24:37,2
type_new doesn't allocate space for sentinal slot,1237,2007-10-05.18:33:31,2
Backport ABC to 2.6,1026,2007-10-05.06:04:31,2
bogus attributes reported in asyncore doc,1053,2007-10-05.03:15:16,2
PEPs 344 and 3134 contain incorrect hyperlinks.,1231,2007-10-04.06:57:55,2
IDLE - configDialog layout cleanup,1730217,2007-10-04.03:12:07,2
textView code cleanup,1718043,2007-10-04.02:54:08,2
%f prints the wrong 6 decimal places,1232,2007-10-03.17:06:36,2
csv docs say 'excel_tab'; code says 'excel-tab',1227,2007-10-02.16:09:56,2
SimpleHTTPServer doesn't understand query arguments,1394565,2007-10-01.12:07:23,2
Python SEGFAULT on tuple.__repr__ and str(),1686386,2007-09-30.20:37:42,2
3.0 library/stdtypes.rst patch,1219,2007-09-28.13:39:39,2
cleanup patch for 3.0 tutorial/interpreter.rst,1211,2007-09-28.13:14:33,2
3.0 tutorial/introduction.rst mentions 'long',1212,2007-09-28.13:14:04,2
3.0 tutorial/classes.rst patch,1213,2007-09-28.13:13:48,2
infinite loop in re module,1217,2007-09-28.03:23:45,2
Allow str.join to join non-string types (as per PEP 3100),1145,2007-09-27.18:13:54,2
logging/__init__.py,1206,2007-09-27.07:37:14,2
Match object should be guaranteed to always be true,1208,2007-09-27.06:27:09,2
IOError won't accept tuples longer than 3,1209,2007-09-27.06:20:42,2
RotatingFileHandler.doRollover behave wrong vs. log4j's,1752539,2007-09-27.05:53:27,2
logging.basicConfig does not allow to set NOTSET level,1021,2007-09-27.05:39:21,2
logging.FileHandler may throw exception in flush(),1760556,2007-09-27.05:36:27,2
logging: formatter does not accept %(funcName)s properly,1197,2007-09-25.22:42:34,2
Error in array concept,1201,2007-09-25.17:30:40,2
Test of 2to3 component auditor,1198,2007-09-24.18:12:18,2
Documentation for tp_as_number tp_as_sequence tp_as_mapping,1189,2007-09-24.18:05:34,2
int() documentation does not specify default radix,1196,2007-09-24.17:59:39,2
optparse documentation: -- being collapsed to - in HTML,1186,2007-09-24.17:56:35,2
The reduce() documentation is lost in Python 3.0a1,1194,2007-09-24.07:00:03,2
Python 3 documents crash Firefox,1192,2007-09-24.03:52:48,2
universal newlines doesn't identify CRLF during tell(),1188,2007-09-22.20:18:25,2
Windows rants& sugestions.,1190,2007-09-22.17:19:28,2
Need Windows os.link() support,478407,2007-09-21.09:11:54,2
"UnicodeError in compileall if ""make install"" is run before ""make"".",1704287,2007-09-21.06:34:59,2
Redefine clear() for os.environ to use unsetenv() if possible,1181,2007-09-20.17:59:03,2
str.split() takes no keyword arguments (Should this be expected?),1176,2007-09-20.16:59:08,2
Optimizations for cgi.FieldStorage methods,1541463,2007-09-20.16:06:32,2
"Decimal and long hash, compatibly and efficiently",1772851,2007-09-19.17:57:19,2
Option -OO doesn't remove docstrings from functions,1169,2007-09-19.06:37:38,2
urllib2 raises exception with non-200 success codes.,971965,2007-09-19.06:20:44,2
Documentation for done attribute of FieldStorage class,1172,2007-09-18.23:40:00,2
platform system may be Windows or Microsoft since Vista,1082,2007-09-18.20:56:40,2
new generator methods not documented in Library Reference,1174,2007-09-18.07:21:07,2
yield expressions not documented in Language Reference,1173,2007-09-18.07:20:14,2
"Reference Manual: ""for statement"" links to ""break statement""",1131,2007-09-18.07:16:34,2
reading large files,1141,2007-09-18.04:36:00,2
fdopen does not work as expected,1149,2007-09-18.04:14:58,2
cgi:  parse_qs and parse_qsl misbehave on empty strings,1014,2007-09-17.21:15:48,2
file.fileno and file.isatty() should be implementable by any file like object,1126,2007-09-17.18:37:50,2
Rename PyBUF_WRITEABLE to PyBUF_WRITABLE,1150,2007-09-17.17:57:18,2
re.sub returns str when processing empty unicode string,1140,2007-09-17.09:44:15,2
Reading with bz2.BZ2File() returns one garbage character,1597011,2007-09-17.06:48:23,2
tp_print slots don't release the GIL,1164,2007-09-17.03:29:26,2
"complex arithmetic: strange results with ""imag""",1168,2007-09-16.08:19:54,2
NameError when calling malloc,1166,2007-09-15.22:33:02,2
long file name support broken in windows,542314,2007-09-15.02:00:29,2
Suggested change to _exit function description in os module documentation,1156,2007-09-14.21:58:03,2
ctypes on Solaris,1777530,2007-09-14.20:07:16,2
"Python doesn't compile on Microsoft Visual Studio 2008 ""Orcas"" Beta 2",1162,2007-09-14.06:53:56,2
asyncore file wrapper & os.error,539444,2007-09-13.23:41:39,2
time mod's timezone doesn't honor TZ var,487331,2007-09-13.23:18:45,2
TypeError on join - httplib mixing str and bytes,1148,2007-09-12.19:43:46,2
"""make altinstall"" installs pydoc, idle, smtpd.py with broken shebang lines",1120,2007-09-12.19:29:48,2
class property fset not working,1207379,2007-09-12.19:05:52,2
help(pickle) fails: unorderable types: type() < type(),1153,2007-09-12.19:01:35,2
Carbon.CF memory leak,1154,2007-09-12.18:29:42,2
PyFile_Encoding should be PyFile_SetEncoding,1139,2007-09-12.18:11:18,2
PyTuple_Size and PyTuple_GET_SIZE return type documentation incorrect,1122,2007-09-12.18:09:13,2
Bug in documentation for SimpleXMLRPCServer,1152,2007-09-12.18:06:07,2
Bdb documentation,1136,2007-09-12.18:05:02,2
NNTPS support in nntplib,1535659,2007-09-12.17:46:46,2
test_cmd_line starts python without -E,1056,2007-09-11.14:03:59,2
Suggest a textlist() method for ElementTree,1602189,2007-09-11.06:15:21,2
"SSL ""issuer"" and ""server"" names cannot be parsed",1583946,2007-09-10.21:55:03,2
Deeply recursive repr segfault,1096,2007-09-10.21:38:51,2
support for server side transactions in _ssl,783188,2007-09-10.21:30:04,2
"bytes.split shold have same interface as str.split, or different name",1125,2007-09-10.16:53:53,2
TypeError in poplib.py,1094,2007-09-10.00:27:50,2
socket.error exceptions not subclass of StandardError,1706815,2007-09-09.23:38:26,2
compile error in poplib.py,1132,2007-09-09.10:04:33,2
python3.0-config raises SyntaxError,1133,2007-09-09.07:29:40,2
"2to3,   lambda with non-tuple argument inside parenthesis",1107,2007-09-08.21:16:31,2
OpenSSL detection broken for Python 3.0a1,1129,2007-09-07.21:07:29,2
make install failed,1095,2007-09-07.20:13:15,2
interrupt_main() fails to interrupt raw_input(),1113,2007-09-07.15:29:35,2
imp.find_module doc ambiguity,1708326,2007-09-07.07:40:49,2
os.chmod failure,1767242,2007-09-07.07:40:37,2
add single html files,1209562,2007-09-07.07:40:29,2
"expanduser(""~"") on Windows looks for HOME first",1749583,2007-09-07.07:38:56,2
a bunch of infinite C recursions,1202533,2007-09-07.04:18:59,2
crash recursive __getattr__,1267884,2007-09-07.03:38:05,2
Test debug assertion in bsddb test_1413192.py,1112,2007-09-06.23:07:17,2
Spurious warning about missing _sha256 and _sha512 when not needed,1117,2007-09-06.22:30:39,2
Users' directories information,1111,2007-09-06.17:59:30,2
raw_input defers alarm signal,685846,2007-09-06.15:13:23,2
reference in extending doc to non-existing file,1116,2007-09-06.14:50:10,2
Is there just no PRINT statement any more? Or it just doesn't work.,1101,2007-09-06.14:47:39,2
Search index is messed up after partial rebuilding,1119,2007-09-06.14:13:28,2
hashlib module fails with TypeError,1118,2007-09-06.13:49:56,2
_lsprof.c:ptrace_enter_call assumes PyErr_* is clean,1733973,2007-09-06.08:36:01,2
SSL-ed sockets don't close correct?,978833,2007-09-05.19:12:27,2
Explain __method__ lookup semantics for new-style classes,1684991,2007-09-05.13:37:04,2
patch for build with read-only $srcdir,786737,2007-09-05.11:48:04,2
patch for readme.txt in PCbuild8,1105,2007-09-05.06:39:43,2
Error in random.shuffle,1106,2007-09-05.06:20:19,2
Unexpected results in Tutorial about Unicode,1092,2007-09-05.06:16:24,2
Typo in dummy_threading documentation,1103,2007-09-04.21:43:59,2
add more readline support,1388440,2007-09-04.13:14:58,2
Use 'seealso' to add examples to LibRef,1376361,2007-09-04.12:38:10,2
posixmodule.c leaks crypto context on Windows,1626801,2007-09-04.09:52:17,2
Can't input non-ascii characters in interactive mode,1100,2007-09-04.09:38:39,2
input() should respect sys.stdin.encoding when in interactive mode,1097,2007-09-04.05:25:44,2
py3k Mac installation errors,1091,2007-09-03.07:47:27,2
ever considered adding static typing to python?,1089,2007-09-03.07:47:21,2
py3 patch: full Unicode version for winreg module,1076,2007-09-03.07:45:52,2
py3k: Unicode error in os.stat on Windows,1075,2007-09-03.07:42:28,2
test_builtin failure on Windows,1043,2007-09-03.07:30:45,2
cachersrc.py using tuple unpacking args,1078,2007-09-03.07:22:33,2
quopri encoding & Unicode,883466,2007-09-03.07:17:14,2
doctools/sphinx/web/application.py does not start on   windows,1090,2007-09-03.07:12:37,2
product function patch,1093,2007-09-03.05:58:10,2
News page broken link to 3.0a1,1088,2007-09-02.21:13:59,2
py3k: Adapt _winreg.c to the new buffer API,1030,2007-09-02.20:05:31,2
py3k: io.StringIO.getvalue() returns \r\n,1029,2007-09-02.20:05:22,2
[PATCH] Unicode fixes in floatobject and moduleobject,1023,2007-09-02.20:05:03,2
"[PATCH] Add set operations (and, or, xor, subtract) to dict views",1017,2007-09-02.20:04:52,2
[PATCH] Updated fix for string to unicode fixes in time and datetime,1016,2007-09-02.20:04:44,2
[PATCH] Updated patch for rich dict view (dict().keys()) comparisons,1015,2007-09-02.20:04:37,2
Broken URL at Doc/install/index.rst,1012,2007-09-02.20:04:29,2
"[py3k] Fix dumbdbm, which fixes test_shelve (for me); instrument other tests so we catch this sooner (and more directly)",1007,2007-09-02.20:02:27,2
Refactor test_winreg.py to use unittest.,1006,2007-09-02.20:02:17,2
AMD64 installer does not place python25.dll in system dir,1746880,2007-09-02.19:02:34,2
OS X 10.5.x Build Problems,1085,2007-09-02.07:15:32,2
datetime.time and datetime.timedelta,1487389,2007-09-02.03:16:07,2
enable time + timedelta,1118748,2007-09-02.03:13:12,2
Documentaion font size too small,1072,2007-09-01.15:41:10,2
Search broken,1080,2007-09-01.14:05:12,2
python3.0-config script does not run on py3k,1074,2007-09-01.07:29:03,2
Add/Remove programs shows Martin v Löwis,1737210,2007-09-01.06:39:30,2
Mysterious failure under Windows,1073,2007-09-01.05:34:55,2
Documentation Updates for PEP 3101 string formatting,1068,2007-08-31.09:23:25,2
slice-object support for ctypes Pointer/Array,1617699,2007-08-30.23:49:52,2
Small typo in properties example,1063,2007-08-30.20:54:00,2
run test_1565150(test_os.py) only on NTFS,1709599,2007-08-30.19:05:06,2
Turkish Character,1528802,2007-08-30.19:03:07,2
Unicode problem with TZ,1040,2007-08-30.14:40:27,2
Add tests for pipes module (test_pipes),1680959,2007-08-30.10:39:06,2
Python and Turkish Locale,1193061,2007-08-30.10:14:40,2
zipfile UnicodeDecodeError,1170311,2007-08-30.10:10:12,2
*args and **kwargs in function definitions,1059,2007-08-30.08:36:28,2
Incorrect URL with webbrowser and firefox under Gnome,1057,2007-08-30.04:23:04,2
Modules/Setup needs a suppress flag?,857888,2007-08-30.02:16:34,2
socket.ssl should explain that it is a 2/3 connection,1027394,2007-08-29.23:01:38,2
making the version of SSL configurable when creating sockets,889813,2007-08-29.23:00:38,2
SSL patch for Windows buildbots problem,1052,2007-08-29.22:49:11,2
argument parsing in datetime_strptime,1055,2007-08-29.20:52:13,2
io.py problems on Windows,1041,2007-08-29.20:48:05,2
py3k: correction for test_marshal on Windows,1050,2007-08-29.18:45:08,2
py3k: correction for test_float on Windows,1048,2007-08-29.18:42:34,2
Code Example for 'property' bug,1058,2007-08-29.16:36:32,2
configure links unnecessary library libdl,877124,2007-08-29.05:24:55,2
email: minimal header encoding,658407,2007-08-29.01:35:54,2
pygettext should be installed,642309,2007-08-29.01:27:54,2
pydoc should respect __all__,527668,2007-08-29.00:58:19,2
robotparser interactively prompts for username and password,813986,2007-08-28.23:28:26,2
Segfault closing a file from concurrent threads,1778376,2007-08-28.18:33:45,2
HTMLCalendar.formatyearpage not behaving as documented,1046,2007-08-28.16:38:50,2
specialcase simple sliceobj in list (and bugfixes),1617687,2007-08-28.15:36:04,2
extended slicing for buffer objects,1617702,2007-08-28.15:31:59,2
extended slicing for structseq,1617701,2007-08-28.15:31:35,2
slice-object support for mmap,1617700,2007-08-28.15:31:18,2
Extended slicing for array objects,1617698,2007-08-28.15:30:56,2
Extended slicing for UserString,1617691,2007-08-28.15:30:34,2
specialcase simple sliceobj in tuple/str/unicode,1617682,2007-08-28.15:30:02,2
2.3.5 source RPM install fails w/o tk-devel,1403221,2007-08-28.10:31:43,2
Missing docs for module imputil,515751,2007-08-28.08:29:22,2
Support for newline and encoding in tempfile module,1033,2007-08-28.03:30:24,2
Add reduce to functools in 2.6,1739906,2007-08-27.20:51:14,2
documentation for new SSL module,1024,2007-08-27.19:11:48,2
py3k: compilation with VC2005,1031,2007-08-26.23:48:22,2
server-side ssl support,1018,2007-08-25.20:10:21,2
The -m switch does not use the builtin __main__ module,1764407,2007-08-25.10:52:06,2
eval error,1013,2007-08-24.20:03:50,2
Refactor test_class to use unittest lib,1671298,2007-08-24.19:34:25,2
Refactor test_frozen.py to use unittest.,1703379,2007-08-24.19:07:11,2
Port tests to unittest (Part 2),736962,2007-08-24.19:03:13,2
Refactor test_signal.py to use unittest.,1008,2007-08-24.18:08:31,2
Wrong documentation for rfc822.Message.getheader,1011,2007-08-24.17:23:42,2
Broken bug tracker url,1010,2007-08-24.17:20:50,2
setup.py trashes LDFLAGS,1765375,2007-08-24.11:48:50,2
-q (quiet) option for python interpreter,1728488,2007-08-24.11:39:42,2
tarfile: adding filed that use direct device addressing,1276378,2007-08-24.10:23:20,2
bsddb185 module needs iterators,533281,2007-08-24.06:24:04,2
descrintro: error describing __new__ behavior,1686597,2007-08-24.06:19:26,2
bsddb.btopen . del of record doesn't update index,1725856,2007-08-24.05:33:05,2
bsddb can't use unicode keys,1771381,2007-08-24.03:57:06,2
IDLE hangs in popup method completion,1721890,2007-08-24.03:25:40,2
Remove redundancies inside class logging.Logger,1779550,2007-08-23.21:56:11,2
Compile error messages and PEP-263,780725,2007-08-23.21:52:01,2
Examples dropped from PDF version of SQLite docs,1743846,2007-08-23.21:49:06,2
Incorrect docs for optparse OptionParser add_help_option,1742164,2007-08-23.21:48:17,2
Documentation of descriptors needs more detail,1758696,2007-08-23.21:43:03,2
re module documentation on search/match is unclear,1625381,2007-08-23.21:36:17,2
Inconsistency in Programming FAQ,1421839,2007-08-23.21:32:01,2
doc misleading in re.compile,1630515,2007-08-23.21:29:40,2
os.path.join.__doc__ should mention absolute paths,1688564,2007-08-23.21:28:06,2
pickle example contains errors,1699759,2007-08-23.21:25:40,2
generation errors in PDF-A4 tags for lib.pdf,1707497,2007-08-23.21:22:40,2
struct.Struct.size is not documented,1734111,2007-08-23.21:21:49,2
getaddrinfo no longer used in httplib,1752332,2007-08-23.21:18:55,2
Python Programming FAQ should be updated for Python 2.4,1119439,2007-08-23.21:11:45,2
Add 'update FAQ' to release checklist,1095328,2007-08-23.20:59:44,2
doctest simple usage recipe is misleading,1594966,2007-08-23.20:53:37,2
Bad documentation for existing imp methods,1694833,2007-08-23.20:50:38,2
sqlite3 documentation on rowcount is contradictory,1573854,2007-08-23.20:40:11,2
python.sty correction - verbatim environment,1293788,2007-08-23.20:36:03,2
python.sty: \py@sigline correction,1293790,2007-08-23.20:35:46,2
__getslice__ still used in built-in types,1697820,2007-08-23.20:35:14,2
cStringIO should provide a binary option,547537,2007-08-23.20:30:21,2
configure warning / sys/un.h: present but cannot be compiled,881765,2007-08-23.20:20:32,2
2.3.3 str & list still use __getslice__ / __setslice__,887042,2007-08-23.20:18:02,2
work around to compile \r\n file,924771,2007-08-23.20:15:47,2
"Provide ""plucker"" format docs.",698900,2007-08-23.19:46:08,2
"Adding missing ISO 8859 codecs, especially Thai",1001895,2007-08-23.19:31:03,2
